File,N,S,T,AIC-c,plain,+S,+MH,p,p_plain,p_s,p_MH,omega1_BUSTED,p1_BUSTED,omega2_BUSTED,p2_BUSTED,omega3_BUSTED,p3_BUSTED,omega1_S,p1_S,omega2_S,p2_S,omega3_S,p3_S,omega1_noS,p1_noS,omega2_noS,p2_noS,omega3_noS,p3_noS,omega1_MH,p1_MH,omega2_MH,p2_MH,omega3_MH,p3_MH,SRV_S,SRV_MH,delta,psi,S1,S2,S3,SP1,SP2,SP3,L1,L2,L3,EB
ENSG00000169155,24,467,0.85,11856.55451,150.32402,-4.04940,154.38339,0.50000,0.50000,0.50000,0.50000,0.00062,0.00000,0.04078,1.00000,1.20994,0.00000,0.00509,0.00000,0.03678,1.00000,1.00251,0.00000,0.03708,0.80166,0.05562,0.19834,1.03467,0.00000,0.03679,1.00000,0.30803,0.00000,1.10596,0.00000,0.87728,0.87664,0.00000,0.00000,925,14,0,0.0460634,0.000697176,0,0.04908,0.06821,0.00000,0
ENSG00000175387,24,467,0.62,9830.12151,115.53138,-4.12347,119.57159,0.48736,0.50000,0.47935,0.50000,0.00057,0.71261,0.01176,0.28739,1.02890,0.00000,0.00003,0.72851,0.00977,0.27126,5.76330,0.00024,0.00009,0.27934,0.00521,0.72066,1.12423,0.00000,0.00303,0.99990,0.99710,0.00000,6.71599,0.00010,0.90016,0.89709,0.00000,0.00000,678,1,0,0.0337633,4.97983e-05,0,0.02983,0.07047,0.00000,7
ENSG00000178028,24,467,0.92,12353.81340,54.97691,-2.18769,55.72564,0.50000,0.50000,0.50000,0.50000,0.00732,0.52579,0.02352,0.46998,1.00000,0.00424,0.00665,0.14762,0.01517,0.84814,1.00000,0.00424,0.01760,0.72868,0.01909,0.27132,1.00223,0.00000,0.01680,1.00000,0.07243,0.00000,1.11311,0.00000,0.71120,0.68706,0.00000,0.37047,1033,16,1,0.0491554,0.000761361,4.75851e-05,0.04401,0.06937,0.08430,0
ENSG00000104112,24,468,0.95,13901.70906,58.35779,-4.05567,60.62024,0.40616,0.50000,0.25349,0.50000,0.10621,0.95573,0.43467,0.01303,1.00000,0.03124,0.12230,0.00177,0.12485,0.99776,18.23593,0.00047,0.12777,0.00000,0.13159,1.00000,1.01684,0.00000,0.11810,0.46902,0.13114,0.53051,18.08451,0.00047,0.61570,0.61503,0.00000,0.00000,1033,38,1,0.0490503,0.00180437,4.74834e-05,0.05307,0.08703,0.15159,12
ENSG00000109775,24,468,1.19,15394.84315,209.36566,-2.34620,210.46182,0.50000,0.47536,0.20851,0.50000,0.05191,0.75810,0.18963,0.17301,1.21316,0.06889,0.10588,0.29396,0.11870,0.70306,5.21343,0.00297,0.00240,0.00000,0.10591,0.96787,1.33857,0.03213,0.10920,0.19353,0.11985,0.80647,1.00156,0.00000,0.96835,0.95213,0.07858,0.00000,1152,54,1,0.0547009,0.0025641,4.74834e-05,0.05667,0.07649,0.10124,0
ENSG00000119723,24,468,1.07,14822.08934,148.31955,-4.24707,151.39638,0.50000,0.50000,0.50000,0.50000,0.00144,0.34912,0.09130,0.57443,1.00000,0.07645,0.00000,0.32995,0.17307,0.67005,1.00174,0.00000,0.00000,0.57529,0.21920,0.38385,1.00000,0.04087,0.07780,0.84695,0.33088,0.15305,1.00155,0.00000,0.94136,0.94018,0.00000,0.00000,1097,40,0,0.0520893,0.00189934,0,0.04853,0.05616,0.00000,0
ENSG00000137054,24,468,1.28,15819.20140,111.93320,-3.86027,115.21149,0.32755,0.06310,0.26205,0.17306,0.06420,0.08158,0.17992,0.90463,5.61881,0.01379,0.17420,0.97704,0.68247,0.01436,4.86751,0.00860,0.16872,0.92011,0.17934,0.06480,4.79206,0.01509,0.05687,0.16738,0.20812,0.82433,4.65938,0.00828,0.62728,0.62295,0.00000,0.04246,1144,64,7,0.054321,0.00303894,0.000332384,0.05668,0.07327,0.06809,11
ENSG00000137824,24,468,1.10,16205.99046,99.31746,-0.74227,93.63162,0.50000,0.49985,0.49891,0.50000,0.00000,0.09078,0.05787,0.74089,1.01028,0.16833,0.05830,0.54747,0.23241,0.39968,1.47176,0.05284,0.06566,0.45500,0.27340,0.53234,1.00000,0.01266,0.14629,0.94666,0.86427,0.05334,1.00232,0.00000,0.63135,0.61124,0.08047,0.01035,1177,68,3,0.0558879,0.00322887,0.00014245,0.04872,0.05713,0.05202,0
ENSG00000139192,24,468,1.62,19043.76390,112.87341,-1.02573,108.77920,0.46454,0.06915,0.31134,0.50000,0.16661,0.05615,0.33993,0.93304,7.71879,0.01081,0.31962,0.96311,0.36321,0.01909,3.38610,0.01780,0.32591,0.89184,0.51781,0.08352,1.00000,0.02463,0.28855,0.05728,0.34868,0.93940,4.36037,0.00332,0.53101,0.52430,0.02339,0.18440,1425,99,12,0.0676638,0.00470085,0.000569801,0.06579,0.07701,0.09460,1
ENSG00000140688,24,468,1.41,17458.04494,157.73238,-3.71897,160.38799,0.42964,0.50000,0.49733,0.50000,0.07392,0.83840,0.47080,0.01844,1.00000,0.14315,0.09766,0.03136,0.15682,0.92929,1.06798,0.03935,0.09770,0.77649,0.19135,0.11602,1.00000,0.10749,0.00000,0.14819,0.21406,0.85097,8.39707,0.00085,0.76981,0.76474,0.01737,0.00000,1310,91,2,0.0636169,0.00441919,9.71251e-05,0.06446,0.08557,0.04439,9
ENSG00000154370,24,468,1.80,16549.51683,90.62387,-2.10323,90.89898,0.26636,0.04634,0.11130,0.36581,0.04095,0.92746,0.04554,0.07070,5.89453,0.00185,0.03433,0.02816,0.03777,0.97039,5.68890,0.00145,0.04181,0.99894,0.04202,0.00043,7.06431,0.00063,0.03755,0.28659,0.03782,0.71261,6.21368,0.00081,0.65006,0.63406,0.06287,0.00000,1443,67,0,0.0685185,0.00318139,0,0.07740,0.10985,0.00000,17
ENSG00000174206,24,468,0.90,12182.29861,127.54276,-4.05098,130.81215,0.25223,0.43189,0.25234,0.45817,0.01201,0.10694,0.03544,0.88908,2.84775,0.00398,0.03214,0.99461,0.03662,0.00348,5.40126,0.00191,0.03453,0.99712,0.07083,0.00036,2.75422,0.00253,0.02883,0.01030,0.03221,0.98779,5.40154,0.00191,0.82336,0.82357,0.00000,0.00000,953,23,0,0.0452517,0.00109212,0,0.04905,0.07796,0.00000,27
ENSG00000183763,24,468,1.15,15612.24532,76.19294,-5.33927,79.30896,0.33137,0.49922,0.11286,0.50000,0.08853,0.27967,0.10923,0.59833,1.01100,0.12201,0.18718,0.99694,0.20902,0.00216,18.96854,0.00090,0.11430,0.88428,0.54693,0.01315,1.00000,0.10257,0.05719,0.03000,0.19292,0.96936,18.09366,0.00064,0.66633,0.59554,0.00000,0.08239,1162,55,3,0.0551757,0.00261159,0.00014245,0.05374,0.07566,0.06757,9
ENSG00000008196,24,469,0.51,8992.73097,116.89027,-6.26493,120.78736,0.50000,0.48553,0.28297,0.46395,0.00005,0.00000,0.00567,0.99975,4.94886,0.00025,0.00000,0.88671,0.00000,0.11095,4.80075,0.00234,0.00033,0.00000,0.00361,0.99899,3.98058,0.00101,0.00472,0.99975,0.99419,0.00000,9.69402,0.00025,0.98015,0.96384,0.00000,0.00000,543,2,0,0.0263132,9.6918e-05,0,0.02765,0.04741,0.00000,10
ENSG00000100347,24,469,1.77,17092.48949,207.92223,-3.21671,207.76364,0.50000,0.07310,0.03355,0.50000,0.04173,0.92909,0.23465,0.07070,26.98876,0.00021,0.00000,0.00747,0.04961,0.99239,201.99375,0.00013,0.05103,0.69412,0.05716,0.30588,1.00195,0.00000,0.02174,0.53564,0.08049,0.46436,1.09293,0.00000,0.66579,0.66422,0.00294,0.13790,1590,59,3,0.0753376,0.00279555,0.000142146,0.07893,0.13107,0.16597,0
ENSG00000101276,24,469,1.81,16591.08242,257.42820,-4.04863,261.13474,0.00572,0.05827,0.00299,0.19653,0.00072,0.51518,0.24956,0.47633,5.45940,0.00849,0.09763,0.98263,0.09883,0.00999,5.61283,0.00737,0.06072,0.69929,0.23402,0.28676,3.53144,0.01395,0.09652,0.12948,0.09812,0.86319,5.64592,0.00733,1.11273,1.11075,0.00000,0.00000,1270,89,8,0.0601753,0.00421701,0.000379057,0.08143,0.11054,0.12343,20
ENSG00000106628,24,469,1.43,15948.25317,151.19763,5.47374,148.72398,0.50000,0.37683,0.27908,0.50000,0.02808,0.80909,0.12967,0.18110,2.11076,0.00981,0.04016,0.92696,0.21331,0.07279,15.43286,0.00025,0.02679,0.72216,0.10100,0.26188,1.00000,0.01596,0.04619,0.00229,0.05156,0.99771,1.00254,0.00000,0.94622,0.93986,0.00000,0.54075,1386,35,6,0.0671642,0.00169607,0.000290754,0.06493,0.08972,0.07925,0
ENSG00000126759,24,469,1.66,20012.41669,309.57544,1.14771,301.07397,0.50000,0.00003,0.49850,0.46498,0.06993,0.23614,0.22612,0.68587,3.66995,0.07799,0.00000,0.31836,0.28106,0.41227,1.00885,0.26937,0.00209,0.00000,0.17435,0.88507,2.14011,0.11493,0.10605,0.55260,0.68185,0.44740,1.00154,0.00000,0.76598,0.75794,0.07145,0.06825,1410,153,14,0.0668088,0.00724947,0.00066335,0.06794,0.08289,0.08015,0
ENSG00000127328,24,469,0.85,12650.27029,88.18848,-5.20662,91.29234,0.50000,0.07440,0.10891,0.50000,0.05655,0.81121,0.24563,0.18812,39.94779,0.00067,0.07986,0.00115,0.08271,0.99826,38.44809,0.00059,0.09168,0.99899,0.11713,0.00101,1.00307,0.00000,0.07536,0.06433,0.08485,0.93567,1.00275,0.00000,0.74029,0.73115,0.05175,0.00000,894,32,0,0.0433223,0.00155069,0,0.04896,0.05455,0.00000,0
ENSG00000150593,24,469,0.66,11052.30517,67.75895,-3.34792,70.61878,0.50000,0.16313,0.12724,0.50000,0.04918,0.86989,0.07061,0.12984,27.06048,0.00027,0.04767,0.99892,0.04870,0.00078,25.58653,0.00030,0.05229,0.99586,0.06653,0.00414,1.01292,0.00000,0.03878,0.31951,0.05258,0.68049,1.00155,0.00000,0.72854,0.72337,0.01766,0.00000,753,10,0,0.0364896,0.00048459,0,0.03394,0.05459,0.00000,0
ENSG00000157557,24,469,1.53,15688.36531,278.49618,0.57515,267.44120,0.50000,0.50000,0.38267,0.50000,0.00012,0.42098,0.10038,0.54811,1.19879,0.03090,0.06463,0.00271,0.06481,0.99448,2.36272,0.00280,0.06946,0.00041,0.07644,0.99959,1.00156,0.00000,0.02638,0.00000,0.06581,1.00000,1.11581,0.00000,1.26487,1.21947,0.08231,0.05469,1264,67,4,0.0626766,0.00332226,0.000198344,0.06606,0.08150,0.06067,0
ENSG00000169297,24,469,1.77,18390.39593,187.41751,-4.05049,191.34220,0.12609,0.01280,0.11150,0.04079,0.19941,0.80520,0.31999,0.18038,6.20164,0.01442,0.22941,0.97874,0.23481,0.01336,5.04312,0.00790,0.19069,0.88321,0.53824,0.10427,6.55623,0.01252,0.22255,0.16008,0.23142,0.83214,5.10445,0.00778,0.70890,0.70871,0.00000,0.00000,1351,113,9,0.0654681,0.00547587,0.000436131,0.08452,0.10971,0.13158,15
ENSG00000174516,24,469,1.03,12903.63156,120.23670,-4.05027,127.33837,0.04659,0.05793,0.01067,0.50000,0.02321,0.76735,0.03677,0.23193,20.05116,0.00072,0.02028,0.04968,0.02376,0.94963,26.06475,0.00069,0.00635,0.22300,0.02713,0.76997,1.00000,0.00703,0.02359,0.99740,0.02453,0.00191,26.51593,0.00069,0.74316,0.74329,0.00000,0.00000,1060,18,0,0.0502251,0.000852878,0,0.04749,0.05369,0.00000,30
ENSG00000182447,24,469,1.72,19407.49216,152.89252,-4.05362,156.93664,0.00197,0.00041,0.00055,0.00756,0.00000,0.08782,0.27847,0.90941,24.65772,0.00278,0.24251,0.99768,0.24702,0.00059,32.22080,0.00173,0.00000,0.08831,0.27876,0.90892,24.74274,0.00277,0.23990,0.63605,0.24665,0.36219,31.52798,0.00176,0.61879,0.61876,0.00000,0.00000,1523,101,8,0.0738031,0.00489436,0.000387672,0.07956,0.09969,0.09140,21
ENSG00000229802,24,469,0.96,14567.00337,52.52204,-4.05400,58.95245,0.08429,0.01360,0.03711,0.50000,0.11628,0.87384,0.35452,0.12489,38.72921,0.00128,0.03133,0.32795,0.19888,0.67105,44.02208,0.00100,0.10854,0.90491,0.31788,0.05965,1.00000,0.03544,0.08244,0.11184,0.14920,0.88693,35.64204,0.00123,0.60286,0.60025,0.00000,0.00000,1028,43,1,0.0487088,0.00203743,4.73821e-05,0.04473,0.05673,0.07854,36
ENSG00000239900,24,469,1.09,14274.08410,96.31183,-4.05271,98.33129,0.35734,0.26009,0.34161,0.49659,0.00000,0.54020,0.00000,0.39146,1.33990,0.06834,0.04359,0.93881,0.06356,0.04077,1.84547,0.02042,0.00000,0.03796,0.00335,0.89124,1.17076,0.07080,0.03543,0.24349,0.04741,0.73594,1.83175,0.02057,0.80750,0.80653,0.00000,0.00000,1092,48,3,0.0517413,0.00227434,0.000142146,0.05362,0.06434,0.07967,10
ENSG00000241058,24,469,1.24,16925.76093,163.75808,-4.10029,167.82898,0.50000,0.50000,0.50000,0.50000,0.06416,0.62326,0.08054,0.22680,1.00000,0.14995,0.14649,0.92398,0.34013,0.04525,1.00000,0.03077,0.03601,0.68886,0.24827,0.17016,1.00000,0.14097,0.07696,0.42578,0.22785,0.55089,1.00000,0.02333,0.71980,0.71700,0.00000,0.00000,1263,60,2,0.0612037,0.00290754,9.6918e-05,0.05512,0.07530,0.08457,0
ENSG00000038945,24,470,1.74,19282.21914,183.42504,-3.66798,186.72528,0.18786,0.10109,0.08584,0.33495,0.06160,0.01081,0.17776,0.88136,2.27306,0.10783,0.29130,0.97762,0.45301,0.00736,4.73916,0.01503,0.03501,0.15881,0.21847,0.73630,2.21334,0.10489,0.24250,0.31813,0.31827,0.66632,4.24622,0.01554,0.69087,0.68894,0.00000,0.02168,1406,123,12,0.0664775,0.0058156,0.000567376,0.07528,0.10771,0.10908,3
ENSG00000076604,24,470,0.89,12145.21440,62.26365,-0.83384,63.97990,0.12512,0.19983,0.42482,0.19806,0.00375,0.89062,0.06383,0.10462,3.88378,0.00477,0.01013,0.93944,0.04155,0.05620,3.10140,0.00436,0.01508,0.99740,0.05103,0.00104,8.16849,0.00156,0.00611,0.20747,0.01845,0.79175,19.09753,0.00078,0.64887,0.65741,0.00000,0.88743,970,8,3,0.0458629,0.000378251,0.000141844,0.03952,0.04769,0.03971,35
ENSG00000081059,24,470,1.03,12414.14336,123.85513,-4.03861,127.29487,0.47684,0.17987,0.47967,0.32382,0.01610,0.11995,0.09320,0.87112,5.22605,0.00893,0.04918,0.69484,0.09325,0.26553,1.40141,0.03964,0.08601,0.98721,0.12266,0.00494,4.66168,0.00785,0.06284,0.96379,0.99773,0.00000,1.49345,0.03621,0.80637,0.80568,0.00000,0.00000,836,42,0,0.0395272,0.00198582,0,0.04996,0.06692,0.00000,6
ENSG00000115234,24,470,0.65,10717.60000,83.05510,-13.31263,93.92902,0.50000,0.00022,0.00005,0.50000,0.02504,0.97171,0.03680,0.02813,353.42731,0.00016,0.02179,0.99638,0.02204,0.00340,284.96253,0.00022,0.02534,1.00000,0.04179,0.00000,1.00148,0.00000,0.01559,0.00000,0.02236,1.00000,1.11852,0.00000,0.87968,0.86874,0.13334,0.00000,745,10,0,0.0368629,0.000494805,0,0.03085,0.03294,0.00000,0
ENSG00000117174,24,470,1.28,15719.86210,151.99847,-1.72235,153.95621,0.50000,0.07796,0.50000,0.50000,0.11054,0.13916,0.30741,0.84481,6.67651,0.01604,0.23900,0.71375,0.32985,0.20096,1.00000,0.08530,0.07841,0.60686,0.34206,0.14055,1.00000,0.25258,0.22378,0.29441,0.34860,0.70559,1.00226,0.00000,0.75792,0.75625,0.02173,0.04473,1104,70,7,0.0533849,0.00338491,0.000338491,0.05875,0.07775,0.06658,0
ENSG00000117650,24,470,1.21,14851.76488,146.29807,-4.05236,150.15869,0.50000,0.50000,0.50000,0.50000,0.00721,0.66745,0.05537,0.22737,1.00000,0.10518,0.00000,0.48897,0.19704,0.51103,1.00360,0.00000,0.00000,0.79896,0.40343,0.14626,1.10622,0.05478,0.00000,0.52138,0.21171,0.47862,1.00171,0.00000,0.83896,0.82930,0.00000,0.00000,1145,59,3,0.0541371,0.0027896,0.000141844,0.05596,0.08160,0.10513,0
ENSG00000132463,24,470,1.04,13351.23462,50.06583,-4.24056,54.10538,0.16845,0.01154,0.13231,0.01831,0.06610,0.29106,0.09381,0.69811,5.89303,0.01084,0.07902,0.96871,0.73968,0.02370,5.64544,0.00759,0.08130,0.80939,0.10492,0.17980,5.93073,0.01081,0.00000,0.21027,0.11179,0.77891,4.58348,0.01082,0.66824,0.64255,0.00000,0.00000,952,34,4,0.0450118,0.00160757,0.000189125,0.05756,0.08047,0.11657,13
ENSG00000135406,24,470,1.18,12648.02534,80.87003,-6.58213,83.55759,0.07743,0.02859,0.00813,0.10345,0.01191,0.88039,0.13649,0.11866,17.97002,0.00095,0.00000,0.84308,0.15399,0.15654,119.47771,0.00038,0.01280,0.68274,0.05570,0.31649,17.66623,0.00077,0.00000,0.00192,0.02157,0.99726,32.86306,0.00082,0.62163,0.61320,0.02303,0.05922,965,26,2,0.0466634,0.00125725,9.67118e-05,0.05546,0.05995,0.06824,31
ENSG00000140807,24,470,1.11,14355.02088,185.61583,-10.86040,186.25513,0.50000,0.50000,0.00549,0.50000,0.01115,0.23854,0.08841,0.70007,1.00000,0.06139,0.09736,0.98304,0.99214,0.01649,288.04649,0.00047,0.03468,0.50922,0.15357,0.45871,1.00000,0.03207,0.06129,0.73070,0.23217,0.26109,1.00157,0.00821,0.75534,0.73963,0.02575,0.09872,1068,50,2,0.0504965,0.00236407,9.45626e-05,0.04964,0.06438,0.03129,0
ENSG00000144591,24,470,1.02,12835.19213,107.42796,-4.05799,111.44522,0.50000,0.50000,0.50000,0.50000,0.03695,0.82635,0.05661,0.16859,1.00000,0.00507,0.04096,1.00000,0.20025,0.00000,1.00233,0.00000,0.02758,0.89083,0.17359,0.10719,1.00000,0.00198,0.03886,0.89799,0.05918,0.10201,1.00236,0.00000,0.73563,0.73565,0.00000,0.00000,1014,19,0,0.0479433,0.000898345,0,0.04686,0.06080,0.00000,0
ENSG00000147140,24,470,0.57,10295.38913,38.78455,-1.22240,38.18629,0.50000,0.50000,0.50000,0.50000,0.00618,0.29642,0.01312,0.67825,1.00000,0.02533,0.00000,0.19175,0.01447,0.78376,1.00000,0.02449,0.03024,0.95894,0.07336,0.04106,1.00216,0.00000,0.02378,0.85799,0.07617,0.14201,1.00824,0.00000,0.85367,0.77235,0.08326,0.00000,680,9,0,0.0321513,0.000425532,0,0.02783,0.03226,0.00000,0
ENSG00000164935,24,470,1.73,20526.42270,118.15918,-7.72005,120.72557,0.50000,0.08802,0.01103,0.32898,0.00056,0.00000,0.27801,0.98945,5.53892,0.01055,0.29056,0.99766,0.29569,0.00186,327.86375,0.00048,0.27259,0.81401,0.36783,0.18125,6.42778,0.00475,0.28022,0.25021,0.29383,0.74979,1.00138,0.00000,0.57360,0.56549,0.02519,0.05495,1646,115,5,0.0778251,0.00543735,0.000236407,0.07868,0.09949,0.06986,0
ENSG00000167595,24,470,1.86,16608.53911,79.05334,-4.13351,83.07406,0.00045,0.00000,0.00001,0.00022,0.20802,0.56235,0.62565,0.43286,38.55628,0.00479,0.36800,0.96995,1.00000,0.02581,39.65138,0.00425,0.27433,0.72261,0.68806,0.27265,38.54254,0.00475,0.37887,0.88532,0.41455,0.11032,39.32428,0.00436,0.57738,0.57653,0.00000,0.00000,1158,80,10,0.0559961,0.00386847,0.000483559,0.07907,0.10278,0.07343,25
ENSG00000171490,24,470,1.70,16784.42268,113.59891,-2.57784,111.22057,0.50000,0.13486,0.50000,0.50000,0.00000,0.34294,0.00006,0.38275,1.31103,0.27431,0.08674,0.72977,0.73132,0.02015,1.00000,0.25007,0.00148,0.00000,0.15181,0.88024,1.67691,0.11976,0.13923,0.78959,0.77630,0.01921,1.00000,0.19121,0.58654,0.58893,0.04647,0.04287,1183,111,8,0.0559338,0.00524823,0.000378251,0.06638,0.08285,0.09255,0
ENSG00000175084,24,470,0.93,12159.97654,155.71685,-3.64532,159.68711,0.05689,0.00471,0.05035,0.00803,0.01693,0.71922,0.04500,0.28022,35.73714,0.00057,0.02079,0.99244,0.02198,0.00691,17.07658,0.00065,0.02372,0.94450,0.04317,0.05494,33.12895,0.00056,0.02061,0.79191,0.02147,0.20743,12.40693,0.00066,1.11744,1.11208,0.00000,0.13222,959,16,1,0.0453428,0.000756501,4.72813e-05,0.03954,0.04499,0.03859,31
ENSG00000186847,24,470,0.98,14161.64063,136.30861,-0.82100,132.22252,0.43589,0.23520,0.12866,0.50000,0.03320,0.15145,0.06454,0.83997,3.37550,0.00859,0.05508,0.98803,0.20074,0.00585,4.21494,0.00612,0.05660,0.94782,0.30852,0.04588,1.00000,0.00630,0.05881,0.93144,0.08571,0.06557,3.01849,0.00299,0.74574,0.73197,0.09020,0.13894,1007,41,5,0.0476123,0.00193853,0.000236407,0.03910,0.05941,0.08929,8
ENSG00000198963,24,470,0.79,10276.71851,291.18060,-3.84625,295.26327,0.50000,0.50000,0.50000,0.50000,0.00089,0.68918,0.08321,0.29225,1.00000,0.01857,0.01932,0.02186,0.03067,0.97814,1.00194,0.00000,0.00000,0.31272,0.03621,0.66806,1.00000,0.01922,0.02650,0.69166,0.02722,0.30468,1.00000,0.00366,1.95825,2.33838,0.00000,0.00000,719,10,0,0.0355764,0.000494805,0,0.04382,0.07184,0.00000,2
ENSG00000092969,24,471,0.79,11060.14736,157.20984,-4.79066,161.15938,0.50000,0.50000,0.50000,0.50000,0.00633,0.69628,0.07157,0.28193,1.00000,0.02179,0.00000,0.82690,0.23892,0.17310,1.00233,0.00000,0.00982,0.79940,0.10834,0.18285,1.00000,0.01775,0.00000,0.36026,0.04368,0.62491,1.00000,0.01483,0.95555,0.95657,0.00000,0.00000,791,22,0,0.0390559,0.00108626,0,0.04475,0.07195,0.00000,4
ENSG00000094963,24,471,1.35,17227.26797,152.49540,-4.08709,155.54887,0.50000,0.07333,0.50000,0.26294,0.00000,0.74087,0.00000,0.11349,1.41242,0.14564,0.00000,0.74912,0.70874,0.25088,1.00156,0.00000,0.00000,0.54707,0.00000,0.29944,1.30915,0.15349,0.00000,0.74331,0.66098,0.23367,1.00000,0.02301,0.74617,0.74626,0.00000,0.00000,1336,74,7,0.0630337,0.00349139,0.000330267,0.06494,0.08093,0.08393,0
ENSG00000102468,24,471,1.04,14488.71538,204.34230,-3.82335,205.73159,0.50000,0.50000,0.50000,0.50000,0.02120,0.46691,0.06955,0.47681,1.00000,0.05628,0.05323,0.91467,0.30211,0.06473,1.00000,0.02060,0.07054,0.77143,0.09590,0.21397,1.00000,0.01459,0.04049,0.87662,0.42556,0.12338,1.00233,0.00000,0.79441,0.79510,0.00000,0.00000,1099,38,1,0.0530303,0.00183362,4.82532e-05,0.05019,0.06187,0.05127,0
ENSG00000110429,24,471,0.82,11465.27281,75.36158,-18.43266,79.26663,0.50000,0.50000,0.47173,0.50000,0.00000,0.69097,0.06833,0.29030,1.00000,0.01873,0.02401,0.04727,0.02483,0.94785,1.52846,0.00488,0.00000,0.86897,0.22366,0.11947,1.00000,0.01156,0.01631,0.95943,0.46523,0.04057,1.00180,0.00000,2.13470,0.70395,0.00000,0.00000,840,11,0,0.0414753,0.000543129,0,0.04126,0.05821,0.00000,0
ENSG00000131759,24,471,0.88,10337.43352,82.17322,-4.05975,86.20143,0.02356,0.00121,0.02342,0.00120,0.00799,0.83453,0.08030,0.16413,42.87604,0.00134,0.00503,0.03218,0.01614,0.96513,14.05518,0.00269,0.00531,0.68277,0.05104,0.31588,42.63543,0.00135,0.00160,0.19657,0.01946,0.80081,14.45472,0.00262,0.81741,0.81715,0.00000,0.00000,727,9,0,0.0358959,0.000444379,0,0.04833,0.05262,0.00000,37
ENSG00000143416,24,471,1.22,16103.38295,215.12364,-2.82270,218.10029,0.11790,0.49699,0.15123,0.50000,0.02605,0.87917,0.26667,0.03081,1.02684,0.09003,0.07794,0.96423,0.83225,0.03564,86.01559,0.00014,0.04106,0.49593,0.05485,0.43025,1.00000,0.07382,0.06262,0.83206,0.28593,0.16783,135.27240,0.00011,0.78882,0.78952,0.04436,0.00000,1257,50,4,0.0593064,0.00235905,0.000188724,0.05293,0.07169,0.06562,20
ENSG00000144331,24,471,0.78,12441.43150,201.44331,-4.02563,205.36588,0.49424,0.50000,0.49622,0.50000,0.04783,0.69486,0.11827,0.26919,1.00000,0.03595,0.06469,0.70113,0.14416,0.29567,1.71692,0.00320,0.01238,0.59411,0.17145,0.37694,1.00000,0.02895,0.05171,0.37296,0.10826,0.62242,1.50427,0.00462,0.95573,0.95628,0.00000,0.00000,845,19,0,0.040774,0.000916811,0,0.03860,0.05550,0.00000,2
ENSG00000151116,24,471,0.98,15013.62948,173.50961,-3.08748,173.89334,0.50000,0.50000,0.45379,0.50000,0.09905,0.49770,0.17391,0.42231,1.00000,0.07999,0.17726,0.99532,0.20588,0.00365,5.54992,0.00103,0.14781,0.19292,0.19262,0.79594,1.00000,0.01114,0.18000,0.98703,0.18088,0.01278,1.22470,0.00020,0.80390,0.80890,0.00000,0.04967,1081,45,2,0.0510026,0.00212314,9.43619e-05,0.04564,0.06028,0.04974,0
ENSG00000155304,24,471,0.94,13846.31362,139.48883,-3.27981,143.23335,0.50000,0.50000,0.39165,0.50000,0.00121,0.14734,0.02180,0.75915,1.00000,0.09351,0.08397,0.01428,0.08400,0.98256,2.60536,0.00317,0.00485,0.62798,0.08017,0.29053,1.00000,0.08150,0.08612,0.00069,0.08702,0.99931,1.00156,0.00000,1.62897,1.51011,0.05606,0.00000,1083,55,3,0.0534736,0.00271565,0.000148126,0.04403,0.05157,0.07885,0
ENSG00000158571,24,471,0.73,11903.07760,81.20694,-4.05043,85.30684,0.50000,0.50000,0.50000,0.50000,0.00780,0.00000,0.05662,1.00000,1.07071,0.00000,0.03136,0.00000,0.05263,1.00000,1.39684,0.00000,0.00517,0.29410,0.07837,0.70590,1.00185,0.00000,0.05239,0.00000,0.05261,1.00000,1.00498,0.00000,0.66907,0.66977,0.00000,0.00000,863,10,0,0.0416425,0.000482532,0,0.03603,0.04844,0.00000,0
ENSG00000160058,24,471,0.96,14005.89098,100.21406,-4.05824,104.26318,0.02235,0.00210,0.01302,0.01115,0.08415,0.56509,0.19115,0.42979,15.61241,0.00512,0.12388,0.86522,0.15085,0.12776,9.75041,0.00703,0.09474,0.70361,0.21751,0.29135,15.91515,0.00504,0.09867,0.23032,0.13657,0.76273,9.86299,0.00694,0.72609,0.72569,0.00000,0.00000,955,39,4,0.0450578,0.00184006,0.000188724,0.03947,0.04931,0.04719,16
ENSG00000174326,24,471,1.38,17117.34317,102.64431,-4.04839,106.18083,0.27733,0.31008,0.25446,0.39754,0.08858,0.78496,0.14426,0.19528,2.84083,0.01976,0.09574,0.92694,0.11370,0.05515,2.54308,0.01790,0.08619,0.71599,0.12680,0.25952,2.26534,0.02449,0.08437,0.33595,0.10423,0.64676,2.57636,0.01729,0.60422,0.60389,0.00000,0.02038,1331,57,4,0.0627978,0.00268931,0.000188724,0.06226,0.08039,0.07769,13
ENSG00000182985,24,471,0.65,10298.38980,230.38533,-4.04965,238.16047,0.10202,0.00298,0.07052,0.50000,0.02892,0.83028,0.05163,0.16947,1187.71637,0.00025,0.02754,0.81122,0.03491,0.18839,32.77849,0.00039,0.00878,0.36545,0.04682,0.63455,1.00156,0.00000,0.02411,0.24445,0.03052,0.75516,32.29183,0.00039,1.13392,1.13335,0.00000,0.00000,687,11,1,0.03315,0.000530786,4.82532e-05,0.03064,0.04127,0.03830,29
